date,lottery,full_number,last_3,digit_1,digit_2,digit_3,day_of_week,day,month,lag_d1_1,lag_d2_1,lag_d3_1,lag_d1_2,lag_d2_2,lag_d3_2,lag_d1_3,lag_d2_3,lag_d3_3,lag_d1_4,lag_d2_4,lag_d3_4,lag_d1_5,lag_d2_5,lag_d3_5,delta_d1_1,delta_d2_1,delta_d3_1,delta_d1_2,delta_d2_2,delta_d3_2,delta_d1_3,delta_d2_3,delta_d3_3,roll_d1,roll_d2,roll_d3,dist_d1,dist_d2,dist_d3,is_even_d1,is_even_d2,is_even_d3
2025-11-29,Karunya,784733,733,7,3,3,5,29,11,0.0,4.0,8.0,9.0,5.0,4.0,7.0,4.0,4.0,8.0,4.0,6.0,7.0,6.0,9.0,-9.0,-1.0,4.0,2.0,1.0,0.0,-1.0,0.0,-2.0,4.9,4.8,3.9,-4.9,-0.7999999999999998,4.1,1,1,1
2025-11-30,Samrudhi,664122,122,1,2,2,6,30,11,7.0,3.0,3.0,0.0,4.0,8.0,9.0,5.0,4.0,7.0,4.0,4.0,8.0,4.0,6.0,7.0,-1.0,-5.0,-9.0,-1.0,4.0,2.0,1.0,0.0,5.1,5.1,3.9,1.9000000000000004,-2.0999999999999996,-0.8999999999999999,0,0,0
2025-12-01,Bhagyathara,893060,060,0,6,0,0,1,12,1.0,2.0,2.0,7.0,3.0,3.0,0.0,4.0,8.0,9.0,5.0,4.0,7.0,4.0,4.0,-6.0,-1.0,-1.0,7.0,-1.0,-5.0,-9.0,-1.0,4.0,4.8,4.8,3.8,-3.8,-2.8,-1.7999999999999998,0,1,1
2025-12-02,Sthree Sakthi,249255,255,2,5,5,1,2,12,0.0,6.0,0.0,1.0,2.0,2.0,7.0,3.0,3.0,0.0,4.0,8.0,9.0,5.0,4.0,-1.0,4.0,-2.0,-6.0,-1.0,-1.0,7.0,-1.0,-5.0,4.5,4.7,3.8,-4.5,1.2999999999999998,-3.8,1,1,1
2025-12-03,Dhanalekshmi,860212,212,2,1,2,2,3,12,2.0,5.0,5.0,0.0,6.0,0.0,1.0,2.0,2.0,7.0,3.0,3.0,0.0,4.0,8.0,2.0,-1.0,5.0,-1.0,4.0,-2.0,-6.0,-1.0,-1.0,4.2,4.8,4.1,-2.2,0.20000000000000018,0.9000000000000004,1,0,0
2025-12-04,Karunya Plus,598929,929,9,2,9,3,4,12,2.0,1.0,2.0,2.0,5.0,5.0,0.0,6.0,0.0,1.0,2.0,2.0,7.0,3.0,3.0,0.0,-4.0,-3.0,2.0,-1.0,5.0,-1.0,4.0,-2.0,4.3,4.0,4.3,-2.3,-3.0,-2.3,1,0,1
2025-12-05,Suvarna Keralam,543537,537,5,3,7,4,5,12,9.0,2.0,9.0,2.0,1.0,2.0,2.0,5.0,5.0,0.0,6.0,0.0,1.0,2.0,2.0,7.0,1.0,7.0,0.0,-4.0,-3.0,2.0,-1.0,5.0,4.5,3.6,4.3,4.5,-1.6,4.7,0,1,0
2025-12-06,Karunya,289669,669,6,6,9,5,6,12,5.0,3.0,7.0,9.0,2.0,9.0,2.0,1.0,2.0,2.0,5.0,5.0,0.0,6.0,0.0,-4.0,1.0,-2.0,7.0,1.0,7.0,0.0,-4.0,-3.0,4.2,3.5,4.4,0.7999999999999998,-0.5,2.5999999999999996,0,0,0
2025-12-07,Samrudhi,870925,925,9,2,5,6,7,12,6.0,6.0,9.0,5.0,3.0,7.0,9.0,2.0,9.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,2.0,-4.0,1.0,-2.0,7.0,1.0,7.0,4.1,3.7,4.9,1.9000000000000004,2.3,4.1,1,1,0
2025-12-08,Bhagyathara,107880,880,8,8,0,0,8,12,9.0,2.0,5.0,6.0,6.0,9.0,5.0,3.0,7.0,9.0,2.0,9.0,2.0,1.0,2.0,3.0,-4.0,-4.0,1.0,3.0,2.0,-4.0,1.0,-2.0,4.1,3.4,5.0,4.9,-1.4,0.0,0,1,0
2025-12-09,Sthree Sakthi,126019,019,0,1,9,1,9,12,8.0,8.0,0.0,9.0,2.0,5.0,6.0,6.0,9.0,5.0,3.0,7.0,9.0,2.0,9.0,-1.0,6.0,-5.0,3.0,-4.0,-4.0,1.0,3.0,2.0,4.9,3.8,4.2,3.0999999999999996,4.2,-4.2,1,1,1
2025-12-10,Dhanalekshmi,940327,327,3,2,7,2,10,12,0.0,1.0,9.0,8.0,8.0,0.0,9.0,2.0,5.0,6.0,6.0,9.0,5.0,3.0,7.0,-8.0,-7.0,9.0,-1.0,6.0,-5.0,3.0,-4.0,-4.0,4.2,3.6,4.8,-4.2,-2.6,4.2,1,0,0
2025-12-11,Karunya Plus,224262,262,2,6,2,3,11,12,3.0,2.0,7.0,0.0,1.0,9.0,8.0,8.0,0.0,9.0,2.0,5.0,6.0,6.0,9.0,3.0,1.0,-2.0,-8.0,-7.0,9.0,-1.0,6.0,-5.0,4.4,3.6,5.3,-1.4000000000000004,-1.6,1.7000000000000002,0,1,0
2025-12-12,Suvarna Keralam,435995,995,9,9,5,4,12,12,2.0,6.0,2.0,3.0,2.0,7.0,0.0,1.0,9.0,8.0,8.0,0.0,9.0,2.0,5.0,-1.0,4.0,-5.0,3.0,1.0,-2.0,-8.0,-7.0,9.0,4.6,3.6,5.5,-2.5999999999999996,2.4,-3.5,1,1,1
2025-12-13,Karunya,839146,146,1,4,6,5,13,12,9.0,9.0,5.0,2.0,6.0,2.0,3.0,2.0,7.0,0.0,1.0,9.0,8.0,8.0,0.0,7.0,3.0,3.0,-1.0,4.0,-5.0,3.0,1.0,-2.0,5.3,4.0,5.5,3.7,5.0,-0.5,0,0,0
2025-12-14,Samrudhi,136682,682,6,8,2,6,14,12,1.0,4.0,6.0,9.0,9.0,5.0,2.0,6.0,2.0,3.0,2.0,7.0,0.0,1.0,9.0,-8.0,-5.0,1.0,7.0,3.0,3.0,-1.0,4.0,-5.0,5.2,4.3,5.9,-4.2,-0.2999999999999998,0.09999999999999964,0,1,1
2025-12-15,Bhagyathara,125465,465,4,6,5,0,15,12,6.0,8.0,2.0,1.0,4.0,6.0,9.0,9.0,5.0,2.0,6.0,2.0,3.0,2.0,7.0,5.0,4.0,-4.0,-8.0,-5.0,1.0,7.0,3.0,3.0,4.9,4.9,5.2,1.0999999999999996,3.0999999999999996,-3.2,1,1,1
2025-12-16,Sthree Sakthi,820494,494,4,9,4,1,16,12,4.0,6.0,5.0,6.0,8.0,2.0,1.0,4.0,6.0,9.0,9.0,5.0,2.0,6.0,2.0,-2.0,-2.0,3.0,5.0,4.0,-4.0,-8.0,-5.0,1.0,4.8,5.2,5.0,-0.7999999999999998,0.7999999999999998,0.0,1,1,0
2025-12-17,Dhanalekshmi,280502,502,5,0,2,2,17,12,4.0,9.0,4.0,4.0,6.0,5.0,6.0,8.0,2.0,1.0,4.0,6.0,9.0,9.0,5.0,0.0,3.0,-1.0,-2.0,-2.0,3.0,5.0,4.0,-4.0,4.6,5.5,4.5,-0.5999999999999996,3.5,-0.5,1,0,1
2025-12-18,Karunya Plus,0466601,601,6,0,1,3,18,12,5.0,0.0,2.0,4.0,9.0,4.0,4.0,6.0,5.0,6.0,8.0,2.0,1.0,4.0,6.0,1.0,-9.0,-2.0,0.0,3.0,-1.0,-2.0,-2.0,3.0,4.2,5.3,4.2,0.7999999999999998,-5.3,-2.2,0,1,1
2025-12-19,Suvarna Keralam,589486,486,4,8,6,4,19,12,6.0,0.0,1.0,5.0,0.0,2.0,4.0,9.0,4.0,4.0,6.0,5.0,6.0,8.0,2.0,1.0,0.0,-1.0,1.0,-9.0,-2.0,0.0,3.0,-1.0,4.0,4.5,4.3,2.0,-4.5,-3.3,1,1,0
2025-12-20,Karunya,500563,563,5,6,3,5,20,12,4.0,8.0,6.0,6.0,0.0,1.0,5.0,0.0,2.0,4.0,9.0,4.0,4.0,6.0,5.0,-2.0,8.0,5.0,1.0,0.0,-1.0,1.0,-9.0,-2.0,4.4,5.2,4.0,-0.40000000000000036,2.8,2.0,1,1,1
2025-12-21,Samrudhi,266869,869,8,6,9,6,21,12,5.0,6.0,3.0,4.0,8.0,6.0,6.0,0.0,1.0,5.0,0.0,2.0,4.0,9.0,4.0,1.0,-2.0,-3.0,-2.0,8.0,5.0,1.0,0.0,-1.0,4.6,5.6,3.6,0.40000000000000036,0.40000000000000036,-0.6000000000000001,0,1,0
2025-12-22,Bhagyathara,133275,275,2,7,5,0,22,12,8.0,6.0,9.0,5.0,6.0,3.0,4.0,8.0,6.0,6.0,0.0,1.0,5.0,0.0,2.0,3.0,0.0,6.0,1.0,-2.0,-3.0,-2.0,8.0,5.0,5.2,5.6,4.3,2.8,0.40000000000000036,4.7,1,1,0
2025-12-23,Sthree Sakthi,428173,173,1,7,3,1,23,12,2.0,7.0,5.0,8.0,6.0,9.0,5.0,6.0,3.0,4.0,8.0,6.0,6.0,0.0,1.0,-6.0,1.0,-4.0,3.0,0.0,6.0,1.0,-2.0,-3.0,4.5,5.4,4.3,-2.5,1.5999999999999996,0.7000000000000002,1,0,0
2025-12-24,Dhanalekshmi,607869,869,8,6,9,2,24,12,1.0,7.0,3.0,2.0,7.0,5.0,8.0,6.0,9.0,5.0,6.0,3.0,4.0,8.0,6.0,-1.0,0.0,-2.0,-6.0,1.0,-4.0,3.0,0.0,6.0,4.5,5.7,4.0,-3.5,1.2999999999999998,-1.0,0,0,0
2025-12-25,Karunya Plus,275785,785,7,8,5,3,25,12,8.0,6.0,9.0,1.0,7.0,3.0,2.0,7.0,5.0,8.0,6.0,9.0,5.0,6.0,3.0,7.0,-1.0,6.0,-1.0,0.0,-2.0,-6.0,1.0,-4.0,4.7,5.5,4.7,3.3,0.5,4.3,1,1,0
2025-12-26,Suvarna Keralam,336954,954,9,5,4,4,26,12,7.0,8.0,5.0,8.0,6.0,9.0,1.0,7.0,3.0,2.0,7.0,5.0,8.0,6.0,9.0,-1.0,2.0,-4.0,7.0,-1.0,6.0,-1.0,0.0,-2.0,5.0,5.7,4.7,2.0,2.3,0.2999999999999998,0,1,0
2025-12-27,Karunya,452429,429,4,2,9,5,27,12,9.0,5.0,4.0,7.0,8.0,5.0,8.0,6.0,9.0,1.0,7.0,3.0,2.0,7.0,5.0,2.0,-3.0,-1.0,-1.0,2.0,-4.0,7.0,-1.0,6.0,5.5,5.3,4.7,3.5,-0.2999999999999998,-0.7000000000000002,0,0,1
2025-12-28,Samrudhi,445887,887,8,8,7,6,28,12,4.0,2.0,9.0,9.0,5.0,4.0,7.0,8.0,5.0,8.0,6.0,9.0,1.0,7.0,3.0,-5.0,-3.0,5.0,2.0,-3.0,-1.0,-1.0,2.0,-4.0,5.4,5.5,5.4,-1.4000000000000004,-3.5,3.5999999999999996,1,1,0
2025-12-29,Bhagyathara,559235,235,2,3,5,0,29,12,8.0,8.0,7.0,4.0,2.0,9.0,9.0,5.0,4.0,7.0,8.0,5.0,8.0,6.0,9.0,4.0,6.0,-2.0,-5.0,-3.0,5.0,2.0,-3.0,-1.0,5.6,6.3,6.0,2.4000000000000004,1.7000000000000002,1.0,1,1,0
2025-12-30,Sthree Sakthi,804592,592,5,9,2,1,30,12,2.0,3.0,5.0,8.0,8.0,7.0,4.0,2.0,9.0,9.0,5.0,4.0,7.0,8.0,5.0,-6.0,-5.0,-2.0,4.0,6.0,-2.0,-5.0,-3.0,5.0,5.4,5.8,5.9,-3.4000000000000004,-2.8,-0.9000000000000004,1,0,0
2025-12-31,Dhanalekshmi,869610,610,6,1,0,2,31,12,5.0,9.0,2.0,2.0,3.0,5.0,8.0,8.0,7.0,4.0,2.0,9.0,9.0,5.0,4.0,3.0,6.0,-3.0,-6.0,-5.0,-2.0,4.0,6.0,-2.0,5.4,6.1,5.8,-0.40000000000000036,2.9000000000000004,-3.8,0,0,1
2026-01-01,Karunya Plus,315592,592,5,9,2,3,1,1,6.0,1.0,0.0,5.0,9.0,2.0,2.0,3.0,5.0,8.0,8.0,7.0,4.0,2.0,9.0,1.0,-8.0,-2.0,3.0,6.0,-3.0,-6.0,-5.0,-2.0,5.2,5.6,4.9,0.7999999999999998,-4.6,-4.9,1,0,1
2026-01-02,Suvarna Keralam,231825,825,8,2,5,4,2,1,5.0,9.0,2.0,6.0,1.0,0.0,5.0,9.0,2.0,2.0,3.0,5.0,8.0,8.0,7.0,-1.0,8.0,2.0,1.0,-8.0,-2.0,3.0,6.0,-3.0,5.5,5.8,4.6,-0.5,3.2,-2.5999999999999996,0,0,1
2026-01-03,Karunya,294167,167,1,6,7,5,3,1,8.0,2.0,5.0,5.0,9.0,2.0,6.0,1.0,0.0,5.0,9.0,2.0,2.0,3.0,5.0,3.0,-7.0,3.0,-1.0,8.0,2.0,1.0,-8.0,-2.0,6.2,5.3,4.8,1.7999999999999998,-3.3,0.20000000000000018,1,1,0
2026-01-04,Samrudhi,527820,820,8,2,0,6,4,1,1.0,6.0,7.0,8.0,2.0,5.0,5.0,9.0,2.0,6.0,1.0,0.0,5.0,9.0,2.0,-7.0,4.0,2.0,3.0,-7.0,3.0,-1.0,8.0,2.0,5.5,5.3,4.6,-4.5,0.7000000000000002,2.4000000000000004,0,1,0
2026-01-05,Bhagyathara,783510,510,5,1,0,0,5,1,8.0,2.0,0.0,1.0,6.0,7.0,8.0,2.0,5.0,5.0,9.0,2.0,6.0,1.0,0.0,7.0,-4.0,-7.0,-7.0,4.0,2.0,3.0,-7.0,3.0,5.6,4.7,4.1,2.4000000000000004,-2.7,-4.1,1,1,1
2026-01-06,Sthree Sakthi,465345,345,3,4,5,1,6,1,5.0,1.0,0.0,8.0,2.0,0.0,1.0,6.0,7.0,8.0,2.0,5.0,5.0,9.0,2.0,-3.0,-1.0,0.0,7.0,-4.0,-7.0,-7.0,4.0,2.0,5.2,4.3,3.7,-0.20000000000000018,-3.3,-3.7,0,0,1
2026-01-07,Dhanalekshmi,766817,817,8,1,7,2,7,1,3.0,4.0,5.0,5.0,1.0,0.0,8.0,2.0,0.0,1.0,6.0,7.0,8.0,2.0,5.0,-2.0,3.0,5.0,-3.0,-1.0,0.0,7.0,-4.0,-7.0,5.1,4.5,3.3,-2.0999999999999996,-0.5,1.7000000000000002,0,1,0
2026-01-08,Karunya Plus,247439,439,4,3,9,3,8,1,8.0,1.0,7.0,3.0,4.0,5.0,5.0,1.0,0.0,8.0,2.0,0.0,1.0,6.0,7.0,5.0,-3.0,2.0,-2.0,3.0,5.0,-3.0,-1.0,0.0,5.1,3.8,3.3,2.9000000000000004,-2.8,3.7,1,0,0
2026-01-09,Suvarna Keralam,525735,735,7,3,5,4,9,1,4.0,3.0,9.0,8.0,1.0,7.0,3.0,4.0,5.0,5.0,1.0,0.0,8.0,2.0,0.0,-4.0,2.0,2.0,5.0,-3.0,2.0,-2.0,3.0,5.0,5.3,3.8,3.7,-1.2999999999999998,-0.7999999999999998,5.3,1,0,0
2026-01-10,Karunya,649494,494,4,9,4,5,10,1,7.0,3.0,5.0,4.0,3.0,9.0,8.0,1.0,7.0,3.0,4.0,5.0,5.0,1.0,0.0,3.0,0.0,-4.0,-4.0,2.0,2.0,5.0,-3.0,2.0,5.5,3.2,4.0,1.5,-0.20000000000000018,1.0,0,0,0
2026-01-11,Samrudhi,749464,464,4,6,4,6,11,1,4.0,9.0,4.0,7.0,3.0,5.0,4.0,3.0,9.0,8.0,1.0,7.0,3.0,4.0,5.0,-3.0,6.0,-1.0,3.0,0.0,-4.0,-4.0,2.0,2.0,5.3,4.0,4.4,-1.2999999999999998,5.0,-0.40000000000000036,1,0,1
2026-01-12,Bhagyathara,754024,024,0,2,4,0,12,1,4.0,6.0,4.0,4.0,9.0,4.0,7.0,3.0,5.0,4.0,3.0,9.0,8.0,1.0,7.0,0.0,-3.0,0.0,-3.0,6.0,-1.0,3.0,0.0,-4.0,5.2,3.7,4.6,-1.2000000000000002,2.3,-0.5999999999999996,1,1,1
2026-01-13,Sthree Sakthi,468699,699,6,9,9,1,13,1,0.0,2.0,4.0,4.0,6.0,4.0,4.0,9.0,4.0,7.0,3.0,5.0,4.0,3.0,9.0,-4.0,-4.0,0.0,0.0,-3.0,0.0,-3.0,6.0,-1.0,4.4,3.7,4.5,-4.4,-1.7000000000000002,-0.5,1,1,1
2026-01-14,Dhanalekshmi,732910,910,9,1,0,2,14,1,6.0,9.0,9.0,0.0,2.0,4.0,4.0,6.0,4.0,4.0,9.0,4.0,7.0,3.0,5.0,6.0,7.0,5.0,-4.0,-4.0,0.0,0.0,-3.0,0.0,4.9,4.0,4.7,1.0999999999999996,5.0,4.3,1,0,0
2026-01-15,Karunya Plus,743503,503,5,0,3,3,15,1,9.0,1.0,0.0,6.0,9.0,9.0,0.0,2.0,4.0,4.0,6.0,4.0,4.0,9.0,4.0,3.0,-8.0,-9.0,6.0,7.0,5.0,-4.0,-4.0,0.0,5.0,3.9,4.7,4.0,-2.9,-4.7,0,0,1
2026-01-16,Suvarna Keralam,285002,002,0,0,2,4,16,1,5.0,0.0,3.0,9.0,1.0,0.0,6.0,9.0,9.0,0.0,2.0,4.0,4.0,6.0,4.0,-4.0,-1.0,3.0,3.0,-8.0,-9.0,6.0,7.0,5.0,5.0,3.8,5.0,0.0,-3.8,-2.0,0,1,0
2026-01-17,Karunya,409745,745,7,4,5,5,17,1,0.0,0.0,2.0,5.0,0.0,3.0,9.0,1.0,0.0,6.0,9.0,9.0,0.0,2.0,4.0,-5.0,0.0,-1.0,-4.0,-1.0,3.0,3.0,-8.0,-9.0,4.7,3.4,4.7,-4.7,-3.4,-2.7,1,1,1
2026-01-18,Samrudhi,399421,421,4,2,1,6,18,1,7.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,3.0,9.0,1.0,0.0,6.0,9.0,9.0,7.0,4.0,3.0,-5.0,0.0,-1.0,-4.0,-1.0,3.0,4.6,3.7,4.5,2.4000000000000004,0.2999999999999998,0.5,0,1,0
2026-01-19,Bhagyathara,830628,628,6,2,8,0,19,1,4.0,2.0,1.0,7.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,3.0,9.0,1.0,0.0,-3.0,-2.0,-4.0,7.0,4.0,3.0,-5.0,0.0,-1.0,4.6,3.6,3.7,-0.5999999999999996,-1.6,-2.7,1,1,0
2026-01-20,Sthree Sakthi,549137,137,1,3,7,1,20,1,6.0,2.0,8.0,4.0,2.0,1.0,7.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,3.0,2.0,0.0,7.0,-3.0,-2.0,-4.0,7.0,4.0,3.0,4.5,3.5,4.0,1.5,-1.5,4.0,1,1,1
2026-01-21,Dhanalekshmi,839145,145,1,4,5,2,21,1,1.0,3.0,7.0,6.0,2.0,8.0,4.0,2.0,1.0,7.0,4.0,5.0,0.0,0.0,2.0,-5.0,1.0,-1.0,2.0,0.0,7.0,-3.0,-2.0,-4.0,4.2,2.9,4.3,-3.2,0.10000000000000009,2.7,0,0,0
2026-01-22,Karunya Plus,731141,141,1,4,1,3,22,1,1.0,4.0,5.0,1.0,3.0,7.0,6.0,2.0,8.0,4.0,2.0,1.0,7.0,4.0,5.0,0.0,1.0,-2.0,-5.0,1.0,-1.0,2.0,0.0,7.0,3.9,2.7,4.4,-2.9,1.2999999999999998,0.5999999999999996,0,1,0
2026-01-23,Suvarna Keralam,700044,044,0,4,4,4,23,1,1.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,7.0,6.0,2.0,8.0,4.0,2.0,1.0,0.0,0.0,-4.0,0.0,1.0,-2.0,-5.0,1.0,-1.0,4.0,2.9,4.1,-3.0,1.1,-3.0999999999999996,0,1,0
2026-01-24,Christmas New Year Bumper,138455,455,4,5,5,5,24,1,0.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,7.0,6.0,2.0,8.0,-1.0,0.0,3.0,0.0,0.0,-4.0,0.0,1.0,-2.0,3.4,2.4,3.6,-3.4,1.6,0.3999999999999999,1,1,1
2026-01-25,Samrudhi,428525,525,5,2,5,6,25,1,4.0,5.0,5.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,7.0,4.0,1.0,1.0,-1.0,0.0,3.0,0.0,0.0,-4.0,2.9,2.8,4.1,1.1,2.2,0.9000000000000004,1,0,0
2026-01-27,Sthree Sakthi,704507,507,5,0,7,1,27,1,5.0,2.0,5.0,4.0,5.0,5.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,-3.0,0.0,4.0,1.0,1.0,-1.0,0.0,3.0,2.9,3.0,4.3,2.1,-1.0,0.7000000000000002,0,1,0
2026-01-28,Dhanalekshmi,904882,882,8,8,2,2,28,1,5.0,0.0,7.0,5.0,2.0,5.0,4.0,5.0,5.0,0.0,4.0,4.0,1.0,4.0,1.0,0.0,-2.0,2.0,1.0,-3.0,0.0,4.0,1.0,1.0,3.4,3.0,4.8,1.6,-3.0,2.2,0,1,0
2026-01-29,Karunya Plus,393805,805,8,0,5,3,29,1,8.0,8.0,2.0,5.0,0.0,7.0,5.0,2.0,5.0,4.0,5.0,5.0,0.0,4.0,4.0,3.0,8.0,-5.0,0.0,-2.0,2.0,1.0,-3.0,0.0,3.5,3.4,4.5,4.5,4.6,-2.5,1,1,1
2026-01-30,Suvarna Keralam,207473,473,4,7,3,4,30,1,8.0,0.0,5.0,8.0,8.0,2.0,5.0,0.0,7.0,5.0,2.0,5.0,4.0,5.0,5.0,0.0,-8.0,3.0,3.0,8.0,-5.0,0.0,-2.0,2.0,3.9,3.2,4.9,4.1,-3.2,0.09999999999999964,1,1,0
2026-01-31,Karunya,972477,477,4,7,7,5,31,1,4.0,7.0,3.0,8.0,0.0,5.0,8.0,8.0,2.0,5.0,0.0,7.0,5.0,2.0,5.0,-4.0,7.0,-2.0,0.0,-8.0,3.0,3.0,8.0,-5.0,3.7,3.7,4.4,0.2999999999999998,3.3,-1.4000000000000004,1,0,0
2026-02-01,Samrudhi,390890,890,8,9,0,6,1,2,4.0,7.0,7.0,4.0,7.0,3.0,8.0,0.0,5.0,8.0,8.0,2.0,5.0,0.0,7.0,0.0,0.0,4.0,-4.0,7.0,-2.0,0.0,-8.0,3.0,4.0,4.1,4.4,0.0,2.9000000000000004,2.5999999999999996,1,0,0
2026-02-02,Bhagyathara,329983,983,9,8,3,0,2,2,8.0,9.0,0.0,4.0,7.0,7.0,4.0,7.0,3.0,8.0,0.0,5.0,8.0,8.0,2.0,4.0,2.0,-7.0,0.0,0.0,4.0,-4.0,7.0,-2.0,4.7,4.6,3.9,3.3,4.4,-3.9,1,0,1
2026-02-03,Sthree Sakthi,272988,988,9,8,8,1,3,2,9.0,8.0,3.0,8.0,9.0,0.0,4.0,7.0,7.0,4.0,7.0,3.0,8.0,0.0,5.0,1.0,-1.0,3.0,4.0,2.0,-7.0,0.0,0.0,4.0,5.5,5.0,4.1,3.5,3.0,-1.0999999999999996,0,1,0
2026-02-04,Dhanalekshmi,314235,235,2,3,5,2,4,2,9.0,8.0,8.0,9.0,8.0,3.0,8.0,9.0,0.0,4.0,7.0,7.0,4.0,7.0,3.0,0.0,0.0,5.0,1.0,-1.0,3.0,4.0,2.0,-7.0,6.4,5.4,4.5,2.5999999999999996,2.5999999999999996,3.5,0,1,1
2026-02-05,Karunya Plus,303206,206,2,0,6,3,5,2,2.0,3.0,5.0,9.0,8.0,8.0,9.0,8.0,3.0,8.0,9.0,0.0,4.0,7.0,7.0,-7.0,-5.0,-3.0,0.0,0.0,5.0,1.0,-1.0,3.0,6.2,5.2,4.5,-4.2,-2.2,0.5,1,0,0
2026-02-06,Suvarna Keralam,227873,873,8,7,3,4,6,2,2.0,0.0,6.0,2.0,3.0,5.0,9.0,8.0,8.0,9.0,8.0,3.0,8.0,9.0,0.0,0.0,-3.0,1.0,-7.0,-5.0,-3.0,0.0,0.0,5.0,5.9,5.0,4.6,-3.9000000000000004,-5.0,1.4000000000000004,1,1,1
2026-02-07,Karunya,521719,719,7,1,9,5,7,2,8.0,7.0,3.0,2.0,0.0,6.0,2.0,3.0,5.0,9.0,8.0,8.0,9.0,8.0,3.0,6.0,7.0,-3.0,0.0,-3.0,1.0,-7.0,-5.0,-3.0,6.2,5.7,4.2,1.7999999999999998,1.2999999999999998,-1.2000000000000002,1,0,0
2026-02-08,Samrudhi,950063,063,0,6,3,6,8,2,7.0,1.0,9.0,8.0,7.0,3.0,2.0,0.0,6.0,2.0,3.0,5.0,9.0,8.0,8.0,-1.0,-6.0,6.0,6.0,7.0,-3.0,0.0,-3.0,1.0,6.1,5.0,4.9,0.9000000000000004,-4.0,4.1,0,0,0
2026-02-09,Bhagyathara,196927,927,9,2,7,0,9,2,0.0,6.0,3.0,7.0,1.0,9.0,8.0,7.0,3.0,2.0,0.0,6.0,2.0,3.0,5.0,-7.0,5.0,-6.0,-1.0,-6.0,6.0,6.0,7.0,-3.0,5.3,5.6,4.7,-5.3,0.40000000000000036,-1.7000000000000002,1,1,0
2026-02-10,Sthree Sakthi,619712,712,7,1,2,1,10,2,9.0,2.0,7.0,0.0,6.0,3.0,7.0,1.0,9.0,8.0,7.0,3.0,2.0,0.0,6.0,9.0,-4.0,4.0,-7.0,5.0,-6.0,-1.0,-6.0,6.0,5.8,5.1,5.1,3.2,-3.0999999999999996,1.9000000000000004,0,1,0
2026-02-11,Dhanalekshmi,261510,510,5,1,0,2,11,2,7.0,1.0,2.0,9.0,2.0,7.0,0.0,6.0,3.0,7.0,1.0,9.0,8.0,7.0,3.0,-2.0,-1.0,-5.0,9.0,-4.0,4.0,-7.0,5.0,-6.0,6.1,4.5,4.6,0.9000000000000004,-3.5,-2.5999999999999996,0,0,1
2026-02-12,Karunya Plus,235001,001,0,0,1,3,12,2,5.0,1.0,0.0,7.0,1.0,2.0,9.0,2.0,7.0,0.0,6.0,3.0,7.0,1.0,9.0,-2.0,0.0,-2.0,-2.0,-1.0,-5.0,9.0,-4.0,4.0,5.8,3.7,4.6,-0.7999999999999998,-2.7,-4.6,0,0,1
2026-02-13,Suvarna Keralam,797665,665,6,6,5,4,13,2,0.0,0.0,1.0,5.0,1.0,0.0,7.0,1.0,2.0,9.0,2.0,7.0,0.0,6.0,3.0,-5.0,-1.0,1.0,-2.0,0.0,-2.0,-2.0,-1.0,-5.0,4.9,2.9,4.4,-4.9,-2.9,-3.4000000000000004,1,1,0
2026-02-14,Karunya,889462,462,4,6,2,5,14,2,6.0,6.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,7.0,1.0,2.0,9.0,2.0,7.0,6.0,6.0,4.0,-5.0,-1.0,1.0,-2.0,0.0,-2.0,4.6,2.7,4.1,1.4000000000000004,3.3,0.9000000000000004,1,1,0
2026-02-15,Samrudhi,194330,330,3,3,0,6,15,2,4.0,6.0,2.0,6.0,6.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,7.0,1.0,2.0,-2.0,0.0,-3.0,6.0,6.0,4.0,-5.0,-1.0,1.0,4.8,3.0,3.8,-0.7999999999999998,3.0,-1.7999999999999998,1,1,1
2026-02-16,Bhagyathara,540307,307,3,0,7,0,16,2,3.0,3.0,0.0,4.0,6.0,2.0,6.0,6.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,-1.0,-3.0,-2.0,-2.0,0.0,-3.0,6.0,6.0,4.0,4.9,3.3,3.2,-1.9000000000000004,-0.2999999999999998,-3.2,0,0,1
2026-02-17,Sthree Sakthi,595985,985,9,8,5,1,17,2,3.0,0.0,7.0,3.0,3.0,0.0,4.0,6.0,2.0,6.0,6.0,5.0,0.0,0.0,1.0,0.0,-3.0,7.0,-1.0,-3.0,-2.0,-2.0,0.0,-3.0,4.4,2.6,3.6,-1.4000000000000004,-2.6,3.4,0,1,0
